brand_name	conceptid	drug_name
"xtra-lax"	"255671009"	"phenolphthalein (substance)"
"lax-pills"	"255671009"	"phenolphthalein (substance)"
"q-lax"	"255671009"	"phenolphthalein (substance)"
"phenolax"	"255671009"	"phenolphthalein (substance)"
"phen-lax"	"255671009"	"phenolphthalein (substance)"
"ex-lax"	"255671009"	"phenolphthalein (substance)"
"chocolaxed"	"255671009"	"phenolphthalein (substance)"
"modane"	"255671009"	"phenolphthalein (substance)"
"prulet"	"255671009"	"phenolphthalein (substance)"
"medilax"	"255671009"	"phenolphthalein (substance)"
"espotabs"	"255671009"	"phenolphthalein (substance)"
"podofin"	"255678003"	"podophyllin (substance)"
"podocon"	"255678003"	"podophyllin (substance)"
"r a acne"	"255696007"	"resorcinol (substance)"
"sucrets original"	"255866000"	"hexylresorcinol (substance)"
"st-37"	"255866000"	"hexylresorcinol (substance)"
"sepasoothe reformulated apr 2011"	"255866000"	"hexylresorcinol (substance)"
"systane balance"	"255901007"	"propylene glycol (substance)"
"aeroaid"	"255907006"	"thimerosal (substance)"
"mersol"	"255907006"	"thimerosal (substance)"
"baby orajel naturals for teething"	"255924000"	"eugenol (substance)"
"ocu-tracin"	"255965000"	"bacitracin (substance)"
"ak-tracin"	"255965000"	"bacitracin (substance)"
"tribiotic plus"	"255965000"	"bacitracin (substance)"
"ocu-spore-b"	"255965000"	"bacitracin (substance)"
"neocidin ointment"	"255965000"	"bacitracin (substance)"
"polytracin"	"255965000"	"bacitracin (substance)"
"neo-polycin"	"255965000"	"bacitracin (substance)"
"ocumycin"	"255965000"	"bacitracin (substance)"
"mycitracin plus pain reliever"	"255965000"	"bacitracin (substance)"
"campho-phenique maximum strength"	"255965000"	"bacitracin (substance)"
"cortomycin ointment"	"255965000"	"bacitracin (substance)"
"betadine antibiotic"	"255965000"	"bacitracin (substance)"
"cortisporin ointment"	"255965000"	"bacitracin (substance)"
"neo-polycin hc"	"255965000"	"bacitracin (substance)"
"vetropolycin hc"	"255965000"	"bacitracin (substance)"
"betadine plus antibiotic and pain reliever"	"255965000"	"bacitracin (substance)"
"neosporin plus maximum strength"	"255965000"	"bacitracin (substance)"
"polycin-b"	"255965000"	"bacitracin (substance)"
"bacitraycin plus max strength"	"255965000"	"bacitracin (substance)"
"neotricin hc"	"255965000"	"bacitracin (substance)"
"repara triple antibiotic"	"255965000"	"bacitracin (substance)"
"vetropolycin"	"255965000"	"bacitracin (substance)"
"neosporin ointment"	"255965000"	"bacitracin (substance)"
"ocu-cort"	"255965000"	"bacitracin (substance)"
"atopalm first aid moisturizing and pain relief"	"255965000"	"bacitracin (substance)"
"lanabiotic"	"255965000"	"bacitracin (substance)"
"septa"	"255965000"	"bacitracin (substance)"
"bacitraycin plus"	"255965000"	"bacitracin (substance)"
"neocin"	"255965000"	"bacitracin (substance)"
"rash relief antibacterial"	"255965000"	"bacitracin (substance)"
"tri biozene"	"255965000"	"bacitracin (substance)"
"ocutricin"	"255965000"	"bacitracin (substance)"
"baciguent"	"255965000"	"bacitracin (substance)"
"baci-im"	"255965000"	"bacitracin (substance)"
"procomycin"	"255965000"	"bacitracin (substance)"
"atopalm first aid"	"255965000"	"bacitracin (substance)"
"spectrocin plus"	"255965000"	"bacitracin (substance)"
"neosporin plus maximum strength ointment"	"255965000"	"bacitracin (substance)"
"polysporin"	"255965000"	"bacitracin (substance)"
"mycitracin triple antibiotic"	"255965000"	"bacitracin (substance)"
"avc brand of sulfanilamide"	"255972004"	"sulfanilamide (substance)"
"orajel perioseptic maximum strength"	"256556007"	"carbamide peroxide (substance)"
"auro ear"	"256556007"	"carbamide peroxide (substance)"
"earoxide"	"256556007"	"carbamide peroxide (substance)"
"clearcanal"	"256556007"	"carbamide peroxide (substance)"
"debrox"	"256556007"	"carbamide peroxide (substance)"
"oxy-otic"	"256556007"	"carbamide peroxide (substance)"
"gly-oxide"	"256556007"	"carbamide peroxide (substance)"
"cank-oxide"	"256556007"	"carbamide peroxide (substance)"
"murine ear"	"256556007"	"carbamide peroxide (substance)"
"auraphene-b"	"256556007"	"carbamide peroxide (substance)"
"cankaid"	"256556007"	"carbamide peroxide (substance)"
"e-r-o"	"256556007"	"carbamide peroxide (substance)"
"mollifene"	"256556007"	"carbamide peroxide (substance)"
"nutrestore"	"25761002"	"glutamine (substance)"
"fiber choice"	"259103000"	"inulin (substance)"
"fiber choice weight management"	"259103000"	"inulin (substance)"
"metamucil clear & natural"	"259103000"	"inulin (substance)"
"culturelle digestive health"	"259103000"	"inulin (substance)"
"mitaban"	"259108009"	"amitraz (substance)"
"vaporex"	"259118004"	"camphor (substance)"
"mentholatum for kids"	"259118004"	"camphor (substance)"
"sierrasil pain relief"	"259118004"	"camphor (substance)"
"kerasal neurocream"	"259118004"	"camphor (substance)"
"camphor ice"	"259118004"	"camphor (substance)"
"vicks vaporub"	"259118004"	"camphor (substance)"
"dr. oh balm"	"259118004"	"camphor (substance)"
"tiger balm pain relieving"	"259118004"	"camphor (substance)"
"mentholatum"	"259118004"	"camphor (substance)"
"musclecare"	"259118004"	"camphor (substance)"
"satohap"	"259118004"	"camphor (substance)"
"katinko"	"259118004"	"camphor (substance)"
"fast freeze"	"259118004"	"camphor (substance)"
"dr. oh patch"	"259118004"	"camphor (substance)"
"vaporub"	"259118004"	"camphor (substance)"
"flex24 performance"	"259118004"	"camphor (substance)"
"tiger balm muscle rub"	"259118004"	"camphor (substance)"
"jointflex"	"259118004"	"camphor (substance)"
"apeaz"	"259118004"	"camphor (substance)"
"nanofreeze"	"259118004"	"camphor (substance)"
"salonpas deep relieving"	"259118004"	"camphor (substance)"
"bengay ultra"	"259118004"	"camphor (substance)"
"o24 pain neutralizer"	"259118004"	"camphor (substance)"
"vaporx balm"	"259118004"	"camphor (substance)"
"atopalm moisturizing muscle rub"	"259118004"	"camphor (substance)"
"tiger balm"	"259118004"	"camphor (substance)"
"benadryl children's anti-itch"	"259118004"	"camphor (substance)"
"carmex original balm"	"259118004"	"camphor (substance)"
"icy hot arthritis"	"259118004"	"camphor (substance)"
"painzone"	"259118004"	"camphor (substance)"
"pain z away"	"259118004"	"camphor (substance)"
"satogesic"	"259118004"	"camphor (substance)"
"theraflu vapor stick"	"259118004"	"camphor (substance)"
"flexall ultra plus"	"259118004"	"camphor (substance)"
"campho-phenique"	"259118004"	"camphor (substance)"
"dr. bob arnot's pain patch"	"259118004"	"camphor (substance)"
"inflammation otc deep pain care"	"259118004"	"camphor (substance)"
"blistex medicated lip"	"259118004"	"camphor (substance)"
"band-aid anti-itch"	"259118004"	"camphor (substance)"
"vicks vaposteam"	"259118004"	"camphor (substance)"
"topicool"	"259118004"	"camphor (substance)"
"sarna"	"259118004"	"camphor (substance)"
"broncolin"	"259118004"	"camphor (substance)"
"inflammation otc bruise"	"259118004"	"camphor (substance)"
"valtrum"	"259118004"	"camphor (substance)"
"unguentine maximum strength"	"259118004"	"camphor (substance)"
"joint formula 88 max plus"	"259118004"	"camphor (substance)"
"chigarid"	"259118004"	"camphor (substance)"
"pain-ease"	"259118004"	"camphor (substance)"
"one gel sport"	"259118004"	"camphor (substance)"
"triaminic vapor patch"	"259118004"	"camphor (substance)"
"dermasarra"	"259118004"	"camphor (substance)"
"myomega pain relief rub"	"259118004"	"camphor (substance)"
"bayer muscle and joint cream"	"259118004"	"camphor (substance)"
"camphor spirit"	"259118004"	"camphor (substance)"
"sombra warm pain relieving gel"	"259118004"	"camphor (substance)"
"flex24"	"259118004"	"camphor (substance)"
"bioease pain relieving cold therapy"	"259118004"	"camphor (substance)"
"inflammation otc deep pain care hot"	"259118004"	"camphor (substance)"
"boroleum"	"259118004"	"camphor (substance)"
"valtrum sport"	"259118004"	"camphor (substance)"
"mata balm"	"259118004"	"camphor (substance)"
"vitapirena"	"259118004"	"camphor (substance)"
"muellergesic"	"259118004"	"camphor (substance)"
"chapice with phenol"	"259118004"	"camphor (substance)"
"herbalgy"	"259118004"	"camphor (substance)"
"salonpas pain relieving patch"	"259118004"	"camphor (substance)"
"dr. j.i.s arthritis plus gel"	"259118004"	"camphor (substance)"
"ortho-nesic"	"259118004"	"camphor (substance)"
"sore no more"	"259118004"	"camphor (substance)"
"polar freeze"	"259118004"	"camphor (substance)"
"cartilade"	"259118004"	"camphor (substance)"
"iampur"	"259118004"	"camphor (substance)"
"chapice"	"259118004"	"camphor (substance)"
"freeze it"	"259118004"	"camphor (substance)"
"icy hot vapor"	"259118004"	"camphor (substance)"
"men-phor"	"259118004"	"camphor (substance)"
"humegon"	"259348009"	"luteinizing hormone (substance)"
"menopur"	"259348009"	"luteinizing hormone (substance)"
"repronex"	"259348009"	"luteinizing hormone (substance)"
"pluset"	"259348009"	"luteinizing hormone (substance)"
"pergonal"	"259348009"	"luteinizing hormone (substance)"
"lecithin-softgels"	"259424001"	"lecithin (substance)"
"lecithin natural"	"259424001"	"lecithin (substance)"
"dicalphos plus d"	"259546007"	"calcium phosphate (substance)"
"calvite p&d"	"259546007"	"calcium phosphate (substance)"
"medi-lyte"	"259546007"	"calcium phosphate (substance)"
"dical-d"	"259546007"	"calcium phosphate (substance)"
"vitelle nestrex"	"259662009"	"vitamin b6 (substance)"
"b-natal"	"259662009"	"vitamin b6 (substance)"
"paser d/r"	"27192005"	"aminosalicylic acid (substance)"
"panhematin"	"27345002"	"hemin (substance)"
"rx-act antacid"	"273944007"	"aluminum hydroxide (substance)"
"balanta"	"273944007"	"aluminum hydroxide (substance)"
"uni-antacid"	"273944007"	"aluminum hydroxide (substance)"
"kudrox"	"273944007"	"aluminum hydroxide (substance)"
"maldroxal plus"	"273944007"	"aluminum hydroxide (substance)"
"milantex"	"273944007"	"aluminum hydroxide (substance)"
"genaton chewable"	"273944007"	"aluminum hydroxide (substance)"
"flanax antacid"	"273944007"	"aluminum hydroxide (substance)"
"aloh-gel"	"273944007"	"aluminum hydroxide (substance)"
"genaton"	"273944007"	"aluminum hydroxide (substance)"
"maldroxal"	"273944007"	"aluminum hydroxide (substance)"
"ri-gel ii"	"273944007"	"aluminum hydroxide (substance)"
"dixlanta"	"273944007"	"aluminum hydroxide (substance)"
"m.a.h."	"273944007"	"aluminum hydroxide (substance)"
"mygel"	"273944007"	"aluminum hydroxide (substance)"
"alginic compound"	"273944007"	"aluminum hydroxide (substance)"
"alenic alka"	"273944007"	"aluminum hydroxide (substance)"
"masanti"	"273944007"	"aluminum hydroxide (substance)"
"mylanta ultimate"	"273944007"	"aluminum hydroxide (substance)"
"maalox max"	"273944007"	"aluminum hydroxide (substance)"
"alternagel"	"273944007"	"aluminum hydroxide (substance)"
"alu-cap"	"273944007"	"aluminum hydroxide (substance)"
"acid gone"	"273944007"	"aluminum hydroxide (substance)"
"magagel plus"	"273944007"	"aluminum hydroxide (substance)"
"mylagel"	"273944007"	"aluminum hydroxide (substance)"
"valumag plus"	"273944007"	"aluminum hydroxide (substance)"
"dialume"	"273944007"	"aluminum hydroxide (substance)"
"nephrox"	"273944007"	"aluminum hydroxide (substance)"
"foamicon"	"273944007"	"aluminum hydroxide (substance)"
"magagel"	"273944007"	"aluminum hydroxide (substance)"
"maalox"	"273944007"	"aluminum hydroxide (substance)"
"simaal gel"	"273944007"	"aluminum hydroxide (substance)"
"gelusil"	"273944007"	"aluminum hydroxide (substance)"
"aldroxicon"	"273944007"	"aluminum hydroxide (substance)"
"alamag plus"	"273944007"	"aluminum hydroxide (substance)"
"mylanta"	"273944007"	"aluminum hydroxide (substance)"
"ri-mox"	"273944007"	"aluminum hydroxide (substance)"
"uni-lan"	"273944007"	"aluminum hydroxide (substance)"
"acid gone antacid"	"273944007"	"aluminum hydroxide (substance)"
"di-gel"	"273944007"	"aluminum hydroxide (substance)"
"mi-acid"	"273944007"	"aluminum hydroxide (substance)"
"almacone"	"273944007"	"aluminum hydroxide (substance)"
"maldroxal maximum strength"	"273944007"	"aluminum hydroxide (substance)"
"gen-alox"	"273944007"	"aluminum hydroxide (substance)"
"maalox plus"	"273944007"	"aluminum hydroxide (substance)"
"balox plus"	"273944007"	"aluminum hydroxide (substance)"
"urban"	"273944007"	"aluminum hydroxide (substance)"
"low sodium plus"	"273944007"	"aluminum hydroxide (substance)"
"alu-tab"	"273944007"	"aluminum hydroxide (substance)"
"mintox"	"273944007"	"aluminum hydroxide (substance)"
"gaviscon-2"	"273944007"	"aluminum hydroxide (substance)"
"gen-lanta"	"273944007"	"aluminum hydroxide (substance)"
"magaant"	"273944007"	"aluminum hydroxide (substance)"
"ri-mox plus"	"273944007"	"aluminum hydroxide (substance)"
"alamag"	"273944007"	"aluminum hydroxide (substance)"
"derma gran"	"273944007"	"aluminum hydroxide (substance)"
"tempo"	"273944007"	"aluminum hydroxide (substance)"
"basaljel"	"273944007"	"aluminum hydroxide (substance)"
"mylagen"	"273944007"	"aluminum hydroxide (substance)"
"valu-foam"	"273944007"	"aluminum hydroxide (substance)"
"magnalox"	"273944007"	"aluminum hydroxide (substance)"
"gaviscon"	"273944007"	"aluminum hydroxide (substance)"
"amphojel"	"273944007"	"aluminum hydroxide (substance)"
"magalox plus"	"273944007"	"aluminum hydroxide (substance)"
"mintox plus"	"273944007"	"aluminum hydroxide (substance)"
"comfort gel"	"273944007"	"aluminum hydroxide (substance)"
"urban ds"	"273944007"	"aluminum hydroxide (substance)"
"rx-act antacid extra strength"	"273944007"	"aluminum hydroxide (substance)"
"evalose"	"273945008"	"lactulose (substance)"
"kristalose"	"273945008"	"lactulose (substance)"
"cephulac"	"273945008"	"lactulose (substance)"
"cholac"	"273945008"	"lactulose (substance)"
"constilac"	"273945008"	"lactulose (substance)"
"heptalac"	"273945008"	"lactulose (substance)"
"generlac"	"273945008"	"lactulose (substance)"
"enulose"	"273945008"	"lactulose (substance)"
"constulose"	"273945008"	"lactulose (substance)"
"chronulac"	"273945008"	"lactulose (substance)"
"duphalac"	"273945008"	"lactulose (substance)"
"equi-phar"	"273951003"	"phenylbutazone (substance)"
"equizone"	"273951003"	"phenylbutazone (substance)"
"vetribute"	"273951003"	"phenylbutazone (substance)"
"pributazone"	"273951003"	"phenylbutazone (substance)"
"nitrozone"	"273953000"	"nitrofurazone (substance)"
"furacin"	"273953000"	"nitrofurazone (substance)"
"nfz"	"273953000"	"nitrofurazone (substance)"
"triferic"	"27594003"	"ferric pyrophosphate (substance)"
"refacto"	"278910002"	"factor viii (substance)"
"xyntha"	"278910002"	"factor viii (substance)"
"recombinate"	"278910002"	"factor viii (substance)"
"advate"	"278910002"	"factor viii (substance)"
"monoclate-p"	"278910002"	"factor viii (substance)"
"obizur"	"278910002"	"factor viii (substance)"
"humate-p"	"278910002"	"factor viii (substance)"
"monarc-m"	"278910002"	"factor viii (substance)"
"alphanate"	"278910002"	"factor viii (substance)"
"hemofil-m"	"278910002"	"factor viii (substance)"
"koate dvi"	"278910002"	"factor viii (substance)"
"kogenate"	"278910002"	"factor viii (substance)"
"wilate"	"278910002"	"factor viii (substance)"
"helixate"	"278910002"	"factor viii (substance)"
"novoeight"	"278910002"	"factor viii (substance)"
"b & o supprettes 16-a"	"280988008"	"opium (substance)"
"b & o supprettes 15-a"	"280988008"	"opium (substance)"
"mesantoin"	"28344001"	"mephenytoin (substance)"
"vasotate hc"	"2869004"	"acetic acid (substance)"
"acid jelly"	"2869004"	"acetic acid (substance)"
"vosol"	"2869004"	"acetic acid (substance)"
"otic tridesilon"	"2869004"	"acetic acid (substance)"
"mal-a-ket"	"2869004"	"acetic acid (substance)"
"acetasol hc"	"2869004"	"acetic acid (substance)"
"acidic vaginal jelly"	"2869004"	"acetic acid (substance)"
"vosol hc"	"2869004"	"acetic acid (substance)"
"borofair"	"2869004"	"acetic acid (substance)"
"oticot hc"	"2869004"	"acetic acid (substance)"
"domeboro otic"	"2869004"	"acetic acid (substance)"
"acetasol"	"2869004"	"acetic acid (substance)"
"vasotate"	"2869004"	"acetic acid (substance)"
"earsol-hc"	"2869004"	"acetic acid (substance)"
"gammaked"	"29246005"	"immunoglobulin g (substance)"
"gammagard s/d"	"29246005"	"immunoglobulin g (substance)"
"baygam"	"29246005"	"immunoglobulin g (substance)"
"iveegam"	"29246005"	"immunoglobulin g (substance)"
"privigen"	"29246005"	"immunoglobulin g (substance)"
"venoglobulin-s 10%"	"29246005"	"immunoglobulin g (substance)"
"flebogamma"	"29246005"	"immunoglobulin g (substance)"
"gamunex"	"29246005"	"immunoglobulin g (substance)"
"hizentra"	"29246005"	"immunoglobulin g (substance)"
"gamastan"	"29246005"	"immunoglobulin g (substance)"
"gammaplex"	"29246005"	"immunoglobulin g (substance)"
"octagam"	"29246005"	"immunoglobulin g (substance)"
